"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","list_price","standard_cost","product_first_sold_date"
"137","0","431",2017-09-23,FALSE,"Approved",NA,NA,NA,NA,1942.61,NA,NA
"160","0","3300",2017-08-27,FALSE,"Approved",NA,NA,NA,NA,1656.86,NA,NA
"367","0","1614",2017-03-10,FALSE,"Approved",NA,NA,NA,NA,850.89,NA,NA
"407","0","2559",2017-06-14,TRUE,"Approved",NA,NA,NA,NA,710.59,NA,NA
"677","0","2609",2017-07-02,FALSE,"Approved",NA,NA,NA,NA,1972.01,NA,NA
"781","0","897",2017-05-10,TRUE,"Approved",NA,NA,NA,NA,311.54,NA,NA
"1004","0","2254",2017-05-16,FALSE,"Cancelled",NA,NA,NA,NA,205.84,NA,NA
"1131","0","2163",2017-03-09,FALSE,"Approved",NA,NA,NA,NA,605.54,NA,NA
"1197","0","2234",2017-04-04,FALSE,"Approved",NA,NA,NA,NA,756.31,NA,NA
"1283","0","397",2017-08-09,FALSE,"Approved",NA,NA,NA,NA,850,NA,NA
"1654","0","1972",2017-10-05,FALSE,"Approved",NA,NA,NA,NA,571.27,NA,NA
"1681","0","2733",2017-05-18,FALSE,"Approved",NA,NA,NA,NA,294.35,NA,NA
"1753","0","925",2017-07-25,FALSE,"Approved",NA,NA,NA,NA,149.3,NA,NA
"1779","0","2153",2017-03-23,FALSE,"Approved",NA,NA,NA,NA,447.25,NA,NA
"2187","0","1568",2017-03-14,TRUE,"Approved",NA,NA,NA,NA,1348.41,NA,NA
"2303","0","2465",2017-04-22,FALSE,"Approved",NA,NA,NA,NA,1021.43,NA,NA
"2948","0","3212",2017-09-14,FALSE,"Approved",NA,NA,NA,NA,1163.77,NA,NA
"2991","0","812",2017-04-10,TRUE,"Approved",NA,NA,NA,NA,1294.66,NA,NA
"3195","0","1902",2017-12-09,FALSE,"Approved",NA,NA,NA,NA,638.29,NA,NA
"3260","0","3168",2017-02-24,TRUE,"Approved",NA,NA,NA,NA,1202.34,NA,NA
"3409","0","52",2017-03-11,TRUE,"Approved",NA,NA,NA,NA,326.86,NA,NA
"3782","0","1503",2017-11-26,TRUE,"Approved",NA,NA,NA,NA,814.86,NA,NA
"3878","0","696",2017-07-30,FALSE,"Approved",NA,NA,NA,NA,1102.68,NA,NA
"4025","0","3264",2017-05-05,TRUE,"Approved",NA,NA,NA,NA,1880.4,NA,NA
"4074","0","1841",2017-04-09,FALSE,"Approved",NA,NA,NA,NA,1541.62,NA,NA
"4128","0","3242",2017-01-04,TRUE,"Approved",NA,NA,NA,NA,639.38,NA,NA
"4223","0","2479",2017-05-05,TRUE,"Approved",NA,NA,NA,NA,402.14,NA,NA
"4225","0","2405",2017-05-02,FALSE,"Approved",NA,NA,NA,NA,710.55,NA,NA
"4228","0","3464",2017-06-04,FALSE,"Approved",NA,NA,NA,NA,1142.89,NA,NA
"4339","0","1741",2017-04-12,FALSE,"Approved",NA,NA,NA,NA,813.6,NA,NA
"4405","0","325",2017-08-10,FALSE,"Approved",NA,NA,NA,NA,1833.17,NA,NA
"4605","0","1957",2017-05-01,FALSE,"Approved",NA,NA,NA,NA,1285.47,NA,NA
"4653","0","104",2017-03-08,FALSE,"Approved",NA,NA,NA,NA,1678.71,NA,NA
"4714","0","2454",2017-11-05,TRUE,"Approved",NA,NA,NA,NA,437.51,NA,NA
"4833","0","961",2017-09-03,FALSE,"Approved",NA,NA,NA,NA,366.22,NA,NA
"4896","0","922",2017-06-25,FALSE,"Approved",NA,NA,NA,NA,1199.26,NA,NA
"4967","0","2217",2017-08-16,TRUE,"Approved",NA,NA,NA,NA,1888.45,NA,NA
"5065","0","3399",2017-06-14,FALSE,"Approved",NA,NA,NA,NA,237.44,NA,NA
"5159","0","1418",2017-06-01,FALSE,"Approved",NA,NA,NA,NA,317.3,NA,NA
"5207","0","531",2017-03-02,TRUE,"Approved",NA,NA,NA,NA,1527.25,NA,NA
"5261","0","3322",2017-12-28,FALSE,"Approved",NA,NA,NA,NA,1563.94,NA,NA
"5267","0","1172",2017-10-05,FALSE,"Approved",NA,NA,NA,NA,1146.42,NA,NA
"5603","0","947",2017-06-15,FALSE,"Approved",NA,NA,NA,NA,1192.33,NA,NA
"5862","0","2404",2017-12-28,FALSE,"Approved",NA,NA,NA,NA,1672.07,NA,NA
"6072","0","2930",2017-03-01,TRUE,"Approved",NA,NA,NA,NA,1099.68,NA,NA
"6138","0","3145",2017-01-17,FALSE,"Approved",NA,NA,NA,NA,1281.6,NA,NA
"6168","0","1591",2017-11-15,TRUE,"Approved",NA,NA,NA,NA,1220.66,NA,NA
"6251","0","3102",2017-08-31,TRUE,"Approved",NA,NA,NA,NA,1061.92,NA,NA
"6269","0","2121",2017-01-10,FALSE,"Approved",NA,NA,NA,NA,1502.93,NA,NA
"6419","0","1707",2017-09-03,FALSE,"Approved",NA,NA,NA,NA,398.08,NA,NA
"6430","0","714",2017-10-16,TRUE,"Approved",NA,NA,NA,NA,101.55,NA,NA
"6500","0","1665",2017-07-20,FALSE,"Approved",NA,NA,NA,NA,1957.87,NA,NA
"6596","0","811",2017-01-27,TRUE,"Approved",NA,NA,NA,NA,1095.66,NA,NA
"6644","0","1319",2017-02-22,TRUE,"Approved",NA,NA,NA,NA,1776.08,NA,NA
"6675","0","1777",2017-09-08,FALSE,"Approved",NA,NA,NA,NA,752.36,NA,NA
"6933","0","913",2017-10-28,FALSE,"Approved",NA,NA,NA,NA,172.09,NA,NA
"6961","0","1760",2017-07-30,TRUE,"Approved",NA,NA,NA,NA,1740.16,NA,NA
"6988","0","1462",2017-05-06,FALSE,"Approved",NA,NA,NA,NA,1734.3,NA,NA
"7016","0","1238",2017-07-25,FALSE,"Approved",NA,NA,NA,NA,240.72,NA,NA
"7047","0","2758",2017-12-15,FALSE,"Approved",NA,NA,NA,NA,1958.34,NA,NA
"7206","0","2424",2017-01-26,TRUE,"Approved",NA,NA,NA,NA,330.36,NA,NA
"7235","0","2555",2017-12-19,TRUE,"Approved",NA,NA,NA,NA,1709.26,NA,NA
"7356","0","3358",2017-06-21,FALSE,"Approved",NA,NA,NA,NA,60.72,NA,NA
"7610","0","24",2017-05-11,FALSE,"Approved",NA,NA,NA,NA,1193.44,NA,NA
"7695","0","23",2017-04-02,TRUE,"Approved",NA,NA,NA,NA,2037.77,NA,NA
"7730","0","503",2017-05-30,TRUE,"Approved",NA,NA,NA,NA,1349.47,NA,NA
"7735","0","989",2017-09-29,FALSE,"Approved",NA,NA,NA,NA,56.21,NA,NA
"7780","0","1576",2017-01-25,TRUE,"Approved",NA,NA,NA,NA,126.36,NA,NA
"7851","0","2598",2017-04-27,FALSE,"Approved",NA,NA,NA,NA,1300.96,NA,NA
"7949","0","26",2017-09-08,FALSE,"Approved",NA,NA,NA,NA,1697.27,NA,NA
"8160","0","1075",2017-07-31,FALSE,"Approved",NA,NA,NA,NA,26.15,NA,NA
"8216","0","1729",2017-10-28,FALSE,"Approved",NA,NA,NA,NA,875.99,NA,NA
"8298","0","1204",2017-11-16,FALSE,"Approved",NA,NA,NA,NA,1862.82,NA,NA
"8322","0","1488",2017-11-12,FALSE,"Approved",NA,NA,NA,NA,2028.26,NA,NA
"8329","0","1920",2017-10-25,FALSE,"Approved",NA,NA,NA,NA,678.25,NA,NA
"8424","0","1343",2017-12-02,TRUE,"Approved",NA,NA,NA,NA,890.28,NA,NA
"8486","0","14",2017-08-16,TRUE,"Approved",NA,NA,NA,NA,1084.18,NA,NA
"8527","0","218",2017-03-26,TRUE,"Approved",NA,NA,NA,NA,1107.08,NA,NA
"8586","0","587",2017-10-31,TRUE,"Approved",NA,NA,NA,NA,1790.31,NA,NA
"8610","0","1479",2017-12-15,FALSE,"Approved",NA,NA,NA,NA,724.37,NA,NA
"8611","0","2553",2017-03-07,TRUE,"Approved",NA,NA,NA,NA,1095.65,NA,NA
"8925","0","719",2017-09-11,TRUE,"Approved",NA,NA,NA,NA,1223.24,NA,NA
"8956","0","2832",2017-06-20,TRUE,"Approved",NA,NA,NA,NA,541.44,NA,NA
"9187","0","2844",2017-10-22,FALSE,"Approved",NA,NA,NA,NA,470.07,NA,NA
"9231","0","3138",2017-02-25,FALSE,"Approved",NA,NA,NA,NA,2052.92,NA,NA
"9276","0","731",2017-07-15,TRUE,"Approved",NA,NA,NA,NA,1817.13,NA,NA
"9326","0","2310",2017-10-25,FALSE,"Approved",NA,NA,NA,NA,1473.09,NA,NA
"9420","0","1672",2017-11-13,TRUE,"Approved",NA,NA,NA,NA,1480.76,NA,NA
"9454","0","2764",2017-07-23,TRUE,"Approved",NA,NA,NA,NA,2012.84,NA,NA
"9479","0","778",2017-11-27,FALSE,"Approved",NA,NA,NA,NA,1711.35,NA,NA
"9630","0","2324",2017-03-15,FALSE,"Approved",NA,NA,NA,NA,753.76,NA,NA
"9715","0","1546",2017-10-14,FALSE,"Approved",NA,NA,NA,NA,840.02,NA,NA
"9760","0","2553",2017-07-23,TRUE,"Approved",NA,NA,NA,NA,1922.94,NA,NA
"10002","0","219",2017-04-13,FALSE,"Approved",NA,NA,NA,NA,1759.3,NA,NA
"10045","0","1944",2017-01-11,TRUE,"Approved",NA,NA,NA,NA,330.91,NA,NA
